CityId,Hotspots,Country,State,City,LongCountry,LongState,LongCity
YWNpIGNhc3RlbGxvc2ljaWxpYWl0YWx5,1,IT,Sicilia,Aci Castello,Italy,Sicilia,Aci Castello
YWNsaW1hw6fDo29zw6NvIHBhdWxvYnJhemls,2,BR,SP,Aclimação,Brazil,São Paulo,Aclimação
YWNvY2tzIGdyZWVuZW5nbGFuZHVuaXRlZCBraW5nZG9t,1,GB,England,Acocks Green,United Kingdom,England,Acocks Green
YSBjb3J1w7FhZ2FsaWNpYXNwYWlu,9,ES,GA,A Coruña,Spain,Galicia,A Coruña
YWN0b25tYXNzYWNodXNldHRzdW5pdGVkIHN0YXRlcw,4,US,MA,Acton,United States,Massachusetts,Acton
YWN0b25vbnRhcmlvY2FuYWRh,1,CA,ON,Acton,Canada,Ontario,Acton
YWN1c2huZXRtYXNzYWNodXNldHRzdW5pdGVkIHN0YXRlcw,1,US,MA,Acushnet,United States,Massachusetts,Acushnet
YWN3b3J0aGdlb3JnaWF1bml0ZWQgc3RhdGVz,16,US,GA,Acworth,United States,Georgia,Acworth
YWRhbWljaGlnYW51bml0ZWQgc3RhdGVz,2,US,MI,Ada,United States,Michigan,Ada
YWRhaWxpeWFhbCBhc2ltYWggZ292ZXJuYXRla3V3YWl0,1,KW,Al Asimah Governate,Adailiya,Kuwait,Al Asimah Governate,Adailiya
YWRhaXJ2aWxsZWtlbnR1Y2t5dW5pdGVkIHN0YXRlcw,4,US,KY,Adairville,United States,Kentucky,Adairville
YWRhaXJ2aWxsZXRlbm5lc3NlZXVuaXRlZCBzdGF0ZXM,1,US,TN,Adairville,United States,Tennessee,Adairville
YWRhbXN0ZW5uZXNzZWV1bml0ZWQgc3RhdGVz,1,US,TN,Adams,United States,Tennessee,Adams
YWRkaXNvbmlsbGlub2lzdW5pdGVkIHN0YXRlcw,5,US,IL,Addison,United States,Illinois,Addison
YWRkaXNvbnRleGFzdW5pdGVkIHN0YXRlcw,8,US,TX,Addison,United States,Texas,Addison
YWRkbGVzdG9uZWVuZ2xhbmR1bml0ZWQga2luZ2RvbQ,1,GB,England,Addlestone,United Kingdom,England,Addlestone
YWRlbGlvd2F1bml0ZWQgc3RhdGVz,1,US,IA,Adel,United States,Iowa,Adel
YWRlbGFpZGVzb3V0aCBhdXN0cmFsaWFhdXN0cmFsaWE,3,AU,SA,Adelaide,Australia,South Australia,Adelaide
YWRlbGFudG9jYWxpZm9ybmlhdW5pdGVkIHN0YXRlcw,2,US,CA,Adelanto,United States,California,Adelanto
YWRlbGx3aXNjb25zaW51bml0ZWQgc3RhdGVz,4,US,WI,Adell,United States,Wisconsin,Adell
YWRlbHBoaW1hcnlsYW5kdW5pdGVkIHN0YXRlcw,1,US,MD,Adelphi,United States,Maryland,Adelphi
YWRsaXN3aWx6w7xyaWNoc3dpdHplcmxhbmQ,3,CH,ZH,Adliswil,Switzerland,Zürich,Adliswil
YWZmdG9ubWlzc291cml1bml0ZWQgc3RhdGVz,1,US,MO,Affton,United States,Missouri,Affton
YWZsaXRvc3Blcm5hbWJ1Y29icmF6aWw,1,BR,PE,Aflitos,Brazil,Pernambuco,Aflitos
YWZyYWdvbGFjYW1wYW5pYWl0YWx5,1,IT,Campania,Afragola,Italy,Campania,Afragola
YWdhd2FtbWFzc2FjaHVzZXR0c3VuaXRlZCBzdGF0ZXM,5,US,MA,Agawam,United States,Massachusetts,Agawam
YWdpYSBwYXJhc2tldmlncmVlY2U,2,GR,null,Ag. Paraskevi,Greece,null,Agia Paraskevi
YWdpZ2VhanVkZcibdWwgY29uc3RhbsibYXJvbWFuaWE,1,RO,CT,Agigea,Romania,Județul Constanța,Agigea
YWdpb3MgYXRoYW5hc2lvc2xpbWFzc29sY3lwcnVz,6,CY,Limassol,Agios Athanasios,Cyprus,Limassol,Agios Athanasios
YWdpb3MgdGhvbWFzZ3JlZWNl,2,GR,null,Ag. Thomas,Greece,null,Agios Thomas
YWdsYW50emlhbmljb3NpYWN5cHJ1cw,3,CY,Nicosia,Aglantzia,Cyprus,Nicosia,Aglantzia
YWdvdXJhIGhpbGxzY2FsaWZvcm5pYXVuaXRlZCBzdGF0ZXM,15,US,CA,Agoura Hills,United States,California,Agoura Hills
YWdyb27DtG1pY2FzYW50YSBjYXRhcmluYWJyYXppbA,3,BR,SC,Agronômica,Brazil,Santa Catarina,Agronômica
YWd1YWNhdGVhZ3VhZGlsbGFwdWVydG8gcmljbw,2,PR,Aguadilla,Aguacate,Puerto Rico,Aguadilla,Aguacate
YWd1YWRpbGxhIHB1ZWJsb2FndWFkaWxsYXB1ZXJ0byByaWNv,6,PR,Aguadilla,Aguadilla Pueblo,Puerto Rico,Aguadilla,Aguadilla Pueblo
YWd1YWx2YS1jYWPDqW1saXNib2Fwb3J0dWdhbA,7,PT,Lisboa,Agualva-Cacém,Portugal,Lisboa,Agualva-Cacém
YWljaHRhbGJhZGVuLXfDvHJ0dGVtYmVyZ2dlcm1hbnk,2,DE,BW,Aichtal,Germany,Baden-Württemberg,Aichtal
YWllYWhhd2FpaXVuaXRlZCBzdGF0ZXM,4,US,HI,Aiea,United States,Hawaii,Aiea
YWlrZW5zb3V0aCBjYXJvbGluYXVuaXRlZCBzdGF0ZXM,4,US,SC,Aiken,United States,South Carolina,Aiken
YWlyZHJpZWFsYmVydGFjYW5hZGE,7,CA,AB,Airdrie,Canada,Alberta,Airdrie
YWlyIGZvcmNlIGFjYWRlbXljb2xvcmFkb3VuaXRlZCBzdGF0ZXM,3,US,CO,Air Force Academy,United States,Colorado,Air Force Academy
YWl4LWxlcy1iYWluc2F1dmVyZ25lLXJow7RuZS1hbHBlc2ZyYW5jZQ,1,FR,Auvergne-Rhône-Alpes,Aix-les-Bains,France,Auvergne-Rhône-Alpes,Aix-les-Bains
YWpheG9udGFyaW9jYW5hZGE,46,CA,ON,Ajax,Canada,Ontario,Ajax
YWpkb3bFocSNaW5hYWpkb3bFocSNaW5hc2xvdmVuaWE,1,SI,Ajdovščina,Ajdovščina,Slovenia,Ajdovščina,Ajdovščina
YWptYW5ham1hbnVuaXRlZCBhcmFiIGVtaXJhdGVz,1,AE,Ajman,Ajman,United Arab Emirates,Ajman,Ajman
YWthZGVtaWpha2F1bm8gYXBza3JpdGlzbGl0aHVhbmlh,1,LT,Kauno apskr.,Akademija,Lithuania,Kauno apskritis,Akademija
YWthbGxhc3RvY2tob2xtcyBsw6Ruc3dlZGVu,1,SE,Stockholms län,Akalla,Sweden,Stockholms län,Akalla
w6VrYXJwc2vDpW5lIGzDpG5zd2VkZW4,1,SE,Skåne län,Åkarp,Sweden,Skåne län,Åkarp
YWtlc3UgZGlxdXhpbmppYW5nIHdlaXd1ZXJ6aXpoaXF1Y2hpbmE,40,CN,Xinjiang Weiwuerzizhiqu,Akesu Diqu,China,Xinjiang Weiwuerzizhiqu,Akesu Diqu
YWtyb25vaGlvdW5pdGVkIHN0YXRlcw,33,US,OH,Akron,United States,Ohio,Akron
YWtzYWtvdm92YXJuYWJ1bGdhcmlh,1,BG,Varna,Aksakovo,Bulgaria,Varna,Aksakovo
YWtzdSBwcmVmZWN0dXJleGluamlhbmdjaGluYQ,6,CN,Xinjiang,Aksu Prefecture,China,Xinjiang,Aksu Prefecture
YWt0ZW9ncmVlY2U,1,GR,null,Akteo,Greece,null,Akteo
YWt0aW9ncmVlY2U,1,GR,null,Aktio,Greece,null,Aktio
YWxhY2FudGNvbXVuaWRhZCB2YWxlbmNpYW5hc3BhaW4,1,ES,VC,Alacant,Spain,Comunidad Valenciana,Alacant
YWxhY2h1YWZsb3JpZGF1bml0ZWQgc3RhdGVz,2,US,FL,Alachua,United States,Florida,Alachua
YWwgYWluYWJ1IGRoYWJpdW5pdGVkIGFyYWIgZW1pcmF0ZXM,1,AE,Abu Dhabi,Al Ain,United Arab Emirates,Abu Dhabi,Al Ain
YWxhbWVkYWNhbGlmb3JuaWF1bml0ZWQgc3RhdGVz,38,US,CA,Alameda,United States,California,Alameda
YWxhbW9jYWxpZm9ybmlhdW5pdGVkIHN0YXRlcw,2,US,CA,Alamo,United States,California,Alamo
YWxhbW9zYWNvbG9yYWRvdW5pdGVkIHN0YXRlcw,1,US,CO,Alamosa,United States,Colorado,Alamosa
YWxhbsOkc2V0asOkbXRsYW5kcyBsw6Ruc3dlZGVu,1,SE,Jämtlands län,Alanäset,Sweden,Jämtlands län,Alanäset
YWxhcsOzaWxsZXMgYmFsZWFyc3NwYWlu,4,ES,IB,Alaró,Spain,Illes Balears,Alaró
YWxhcsOzaXNsYXMgYmFsZWFyZXNzcGFpbg,1,ES,PM,Alaró,Spain,Islas Baleares,Alaró
YWxiYSBpdWxpYWp1ZGXIm3VsIGFsYmFyb21hbmlh,1,RO,AB,Alba Iulia,Romania,Județul Alba,Alba Iulia
YWxiYW5vIGxhemlhbGVsYXppb2l0YWx5,1,IT,Lazio,Albano Laziale,Italy,Lazio,Albano Laziale
YWxiYW55Y2FsaWZvcm5pYXVuaXRlZCBzdGF0ZXM,10,US,CA,Albany,United States,California,Albany
YWxiYW55Z2VvcmdpYXVuaXRlZCBzdGF0ZXM,8,US,GA,Albany,United States,Georgia,Albany
YWxiYW55bmV3IHlvcmt1bml0ZWQgc3RhdGVz,12,US,NY,Albany,United States,New York,Albany
YWxiYW55b3JlZ29udW5pdGVkIHN0YXRlcw,13,US,OR,Albany,United States,Oregon,Albany
YWwgYmF0YWVoZHViYWl1bml0ZWQgYXJhYiBlbWlyYXRlcw,1,AE,Dubai,Al Bataeh,United Arab Emirates,Dubai,Al Bataeh
YWxiYnJ1Y2tiYWRlbi13w7xydHRlbWJlcmdnZXJtYW55,2,DE,BW,Albbruck,Germany,Baden-Württemberg,Albbruck
YWxiZXJnYXJpYS1hLXZlbGhhYXZlaXJvcG9ydHVnYWw,1,PT,Aveiro,Albergaria-a-Velha,Portugal,Aveiro,Albergaria-a-Velha
YWxiZXJ0c29ubmV3IHlvcmt1bml0ZWQgc3RhdGVz,1,US,NY,Albertson,United States,New York,Albertson
YWxiZXJ0dmlsbGVhbGFiYW1hdW5pdGVkIHN0YXRlcw,2,US,AL,Albertville,United States,Alabama,Albertville
YWxiZXJ0dmlsbGVhdXZlcmduZS1yaMO0bmUtYWxwZXNmcmFuY2U,3,FR,Auvergne-Rhône-Alpes,Albertville,France,Auvergne-Rhône-Alpes,Albertville
YWxiaWF0ZWxvbWJhcmRpYWl0YWx5,1,IT,Lombardia,Albiate,Italy,Lombardia,Albiate
YWxiaW9ucXVlZW5zbGFuZGF1c3RyYWxpYQ,1,AU,QLD,Albion,Australia,Queensland,Albion
YWxibGFzc2VyZGFtenVpZC1ob2xsYW5kbmV0aGVybGFuZHM,2,NL,ZH,Alblasserdam,Netherlands,Zuid-Holland,Alblasserdam
YWxic3RhZHRiYWRlbi13w7xydHRlbWJlcmdnZXJtYW55,4,DE,BW,Albstadt,Germany,Baden-Württemberg,Albstadt
YWxidWZlaXJhZmFyb3BvcnR1Z2Fs,2,PT,Faro,Albufeira,Portugal,Faro,Albufeira
YWxidXF1ZXJxdWVuZXcgbWV4aWNvdW5pdGVkIHN0YXRlcw,100,US,NM,Albuquerque,United States,New Mexico,Albuquerque
YWxjYWJpZGVjaGVsaXNib2Fwb3J0dWdhbA,7,PT,Lisboa,Alcabideche,Portugal,Lisboa,Alcabideche
YWxjYWzDoSBkZSBoZW5hcmVzY29tdW5pZGFkIGRlIG1hZHJpZHNwYWlu,9,ES,MD,Alcalá de Henares,Spain,Comunidad de Madrid,Alcalá de Henares
YWxjYW50YXJpbGxhcmVnacOzbiBkZSBtdXJjaWFzcGFpbg,3,ES,MC,Alcantarilla,Spain,Región de Murcia,Alcantarilla
YWxjYXJyw6BzY2F0YWx1bnlhc3BhaW4,1,ES,CT,Alcarràs,Spain,Catalunya,Alcarràs
YWxjb2JlbmRhc2NvbXVuaWRhZCBkZSBtYWRyaWRzcGFpbg,1,ES,MD,Alcobendas,Spain,Comunidad de Madrid,Alcobendas
YWxjb2NoZXRlc2V0w7piYWxwb3J0dWdhbA,1,PT,Setúbal,Alcochete,Portugal,Setúbal,Alcochete
YWxjb2xldGdlY2F0YWx1bnlhc3BhaW4,1,ES,CT,Alcoletge,Spain,Catalunya,Alcoletge
YWxjb3JhY29tdW5pZGFkIHZhbGVuY2lhbmFzcGFpbg,3,ES,VC,Alcora,Spain,Comunidad Valenciana,Alcora
YWxjw7pkaWFiYWxlYXJpYyBpc2xhbmRzc3BhaW4,2,ES,IB,Alcúdia,Spain,Balearic Islands,Alcúdia
YWxjw7pkaWFpbGxlcyBiYWxlYXJzc3BhaW4,53,ES,IB,Alcúdia,Spain,Illes Balears,Alcúdia
YWxkYW5wZW5uc3lsdmFuaWF1bml0ZWQgc3RhdGVz,1,US,PA,Aldan,United States,Pennsylvania,Aldan
YWxkZW5pb3dhdW5pdGVkIHN0YXRlcw,1,US,IA,Alden,United States,Iowa,Alden
YWxkZW5uZXcgeW9ya3VuaXRlZCBzdGF0ZXM,1,US,NY,Alden,United States,New York,Alden
YWxkZXJzaG90ZW5nbGFuZHVuaXRlZCBraW5nZG9t,13,GB,England,Aldershot,United Kingdom,England,Aldershot
YWxkZXJ0b25lbmdsYW5kdW5pdGVkIGtpbmdkb20,1,GB,England,Alderton,United Kingdom,England,Alderton
YWxkaWV2aXJnaW5pYXVuaXRlZCBzdGF0ZXM,8,US,VA,Aldie,United States,Virginia,Aldie
YWxlZG90ZXhhc3VuaXRlZCBzdGF0ZXM,3,US,TX,Aledo,United States,Texas,Aledo
YWxla3NhbmRyw7N3IMWCw7NkemtpxYLDs2R6a2llcG9sYW5k,2,PL,Łódzkie,Aleksandrów Łódzki,Poland,Łódzkie,Aleksandrów Łódzki
YWzDqHNvY2NpdGFuaWVmcmFuY2U,2,FR,Occitanie,Alès,France,Occitanie,Alès
YWxleGFuZHJpYWluZGlhbmF1bml0ZWQgc3RhdGVz,1,US,IN,Alexandria,United States,Indiana,Alexandria
YWxleGFuZHJpYWp1ZGXIm3VsIHRlbGVvcm1hbnJvbWFuaWE,9,RO,TR,Alexandria,Romania,Județul Teleorman,Alexandria
YWxleGFuZHJpYWxvdWlzaWFuYXVuaXRlZCBzdGF0ZXM,4,US,LA,Alexandria,United States,Louisiana,Alexandria
YWxleGFuZHJpYXZpcmdpbmlhdW5pdGVkIHN0YXRlcw,91,US,VA,Alexandria,United States,Virginia,Alexandria
YWxleWphYmFsIGx1Ym5hbmxlYmFub24,2,LB,Jabal Lubnan,Aley,Lebanon,Jabal Lubnan,Aley
YWxmb3JuZWxvc2xpc2JvYXBvcnR1Z2Fs,1,PT,Lisboa,Alfornelos,Portugal,Lisboa,Alfornelos
YWxmb3J0dmlsbGXDrmxlLWRlLWZyYW5jZWZyYW5jZQ,1,FR,IDF,Alfortville,France,Île-de-France,Alfortville
YWxmcmFnaWRlbGlzYm9hcG9ydHVnYWw,3,PT,Lisboa,Alfragide,Portugal,Lisboa,Alfragide
YWxmcmVkb250YXJpb2NhbmFkYQ,1,CA,ON,Alfred,Canada,Ontario,Alfred
YWxnYWlkYWlsbGVzIGJhbGVhcnNzcGFpbg,8,ES,IB,Algaida,Spain,Illes Balears,Algaida
YWxnYWlkYWlzbGFzIGJhbGVhcmVzc3BhaW4,2,ES,PM,Algaida,Spain,Islas Baleares,Algaida
YWxnZWNpcmFzYW5kYWx1Y8OtYXNwYWlu,11,ES,AN,Algeciras,Spain,Andalucía,Algeciras
YWxnw6lzbGlzYm9hcG9ydHVnYWw,3,PT,Lisboa,Algés,Portugal,Lisboa,Algés
YWxnZXN0ZXJxdWVlbnNsYW5kYXVzdHJhbGlh,1,AU,QLD,Algester,Australia,Queensland,Algester
YWxnb25xdWluaWxsaW5vaXN1bml0ZWQgc3RhdGVz,6,US,IL,Algonquin,United States,Illinois,Algonquin
YWxndWVpcsOjby1tZW0gbWFydGluc2xpc2JvYXBvcnR1Z2Fs,2,PT,Lisboa,Algueirão-Mem Martins,Portugal,Lisboa,Algueirão-Mem Martins
YWxoYW1icmFjYWxpZm9ybmlhdW5pdGVkIHN0YXRlcw,39,US,CA,Alhambra,United States,California,Alhambra
YWxoYXVyw61uIGRlIGxhIHRvcnJlYW5kYWx1Y8OtYXNwYWlu,1,ES,AN,Alhaurín de la Torre,Spain,Andalucía,Alhaurín de la Torre
YWwgaGlkZG114bilxIFmYeG6k2F0IGFsLW114bilYXJyYXFiYWhyYWlu,2,BH,Muḥāfaẓat al-Muḥarraq,Al Hidd,Bahrain,Muḥāfaẓat al-Muḥarraq,Al Hidd
YWxob3MgdmVkcm9zc2V0w7piYWxwb3J0dWdhbA,2,PT,Setúbal,Alhos Vedros,Portugal,Setúbal,Alhos Vedros
YWxpY2FudGUgKGFsYWNhbnQpY29tdW5pZGFkIHZhbGVuY2lhbmFzcGFpbg,8,ES,VC,Alicante (Alacant),Spain,Comunidad Valenciana,Alicante (Alacant)
w6VsaWRoZW12w6RzdGVyYm90dGVucyBsw6Ruc3dlZGVu,5,SE,Västerbottens län,Ålidhem,Sweden,Västerbottens län,Ålidhem
YWxpcXVpcHBhcGVubnN5bHZhbmlhdW5pdGVkIHN0YXRlcw,8,US,PA,Aliquippa,United States,Pennsylvania,Aliquippa
YWxpIHNhYmFoIGFsIHNhbGVtYWwgYWhtYWRpIGdvdmVybm9yYXRla3V3YWl0,1,KW,Al Ahmadi Governorate,Ali Sabah Al Salem,Kuwait,Al Ahmadi Governorate,Ali Sabah Al Salem
YWxpc28gdmllam9jYWxpZm9ybmlhdW5pdGVkIHN0YXRlcw,18,US,CA,Aliso Viejo,United States,California,Aliso Viejo
YWxpdGhpbmlncmVlY2U,1,GR,null,Alithini,Greece,null,Alithini
YWwgamFocmFhbCBqYWhyYSBnb3Zlcm5vcmF0ZWt1d2FpdA,5,KW,Al Jahra Governorate,Al Jahra,Kuwait,Al Jahra Governorate,Al Jahra
YWwga2hvYmFyZWFzdGVybiBwcm92aW5jZXNhdWRpIGFyYWJpYQ,1,SA,Eastern Province,Al Khobar,Saudi Arabia,Eastern Province,Al Khobar
YWxrbWFhcm5vb3JkLWhvbGxhbmRuZXRoZXJsYW5kcw,37,NL,NH,Alkmaar,Netherlands,Noord-Holland,Alkmaar
YWwga3V3YXl0YWwgYXNpbWFoIGdvdmVybmF0ZWt1d2FpdA,4,KW,Al Asimah Governate,Al Kuwayt,Kuwait,Al Asimah Governate,Al Kuwayt
YWxsYW5kbmllZGVyw7ZzdGVycmVpY2hhdXN0cmlh,4,AT,Niederösterreich,Alland,Austria,Niederösterreich,Alland
YWxsZWdhbm1pY2hpZ2FudW5pdGVkIHN0YXRlcw,1,US,MI,Allegan,United States,Michigan,Allegan
YWxsZW50ZXhhc3VuaXRlZCBzdGF0ZXM,24,US,TX,Allen,United States,Texas,Allen
YWxsZW5kYWxlbmV3IGplcnNleXVuaXRlZCBzdGF0ZXM,2,US,NJ,Allendale,United States,New Jersey,Allendale
YWxsZW5kYWxlIGNoYXJ0ZXIgdG93bnNoaXBtaWNoaWdhbnVuaXRlZCBzdGF0ZXM,6,US,MI,Allendale Charter Twp,United States,Michigan,Allendale Charter Township
YWxsZW5odXJzdG5ldyBqZXJzZXl1bml0ZWQgc3RhdGVz,2,US,NJ,Allenhurst,United States,New Jersey,Allenhurst
YWxsZW4gcGFya21pY2hpZ2FudW5pdGVkIHN0YXRlcw,4,US,MI,Allen Park,United States,Michigan,Allen Park
YWxsZW50b25lbmdsYW5kdW5pdGVkIGtpbmdkb20,2,GB,England,Allenton,United Kingdom,England,Allenton
YWxsZW50b3dubmV3IGplcnNleXVuaXRlZCBzdGF0ZXM,3,US,NJ,Allentown,United States,New Jersey,Allentown
YWxsZW50b3ducGVubnN5bHZhbmlhdW5pdGVkIHN0YXRlcw,9,US,PA,Allentown,United States,Pennsylvania,Allentown
YWxsZW53b29kbmV3IGplcnNleXVuaXRlZCBzdGF0ZXM,1,US,NJ,Allenwood,United States,New Jersey,Allenwood
YWxsZXJ0b25lbmdsYW5kdW5pdGVkIGtpbmdkb20,3,GB,England,Allerton,United Kingdom,England,Allerton
YWxsaWFuY2VuZWJyYXNrYXVuaXRlZCBzdGF0ZXM,17,US,NE,Alliance,United States,Nebraska,Alliance
YWxsc2Nod2lsYmFzZWwtbGFuZHNjaGFmdHN3aXR6ZXJsYW5k,1,CH,BL,Allschwil,Switzerland,Basel-Landschaft,Allschwil
YWxtw6FjZXJhY29tdW5pZGFkIHZhbGVuY2lhbmFzcGFpbg,1,ES,VC,Almácera,Spain,Comunidad Valenciana,Almácera
YWxtYWRhc2V0w7piYWxwb3J0dWdhbA,14,PT,Setúbal,Almada,Portugal,Setúbal,Almada
YWwtbWFzYXllbG11YmFyYWsgYWwta2FiZWVyIGdvdmVybm9yYXRla3V3YWl0,3,KW,Mubarak Al-Kabeer Governorate,Al-Masayel,Kuwait,Mubarak Al-Kabeer Governorate,Al-Masayel
YWxtZWlyaW1wb3J0dWdhbA,1,PT,null,Almeirim,Portugal,null,Almeirim
YWxtZWlyaW1zYW50YXLDqW1wb3J0dWdhbA,5,PT,Santarém,Almeirim,Portugal,Santarém,Almeirim
YWxtZWxvb3Zlcmlqc3NlbG5ldGhlcmxhbmRz,2,NL,OV,Almelo,Netherlands,Overijssel,Almelo
YWxtZXJlZmxldm9sYW5kbmV0aGVybGFuZHM,37,NL,FL,Almere,Netherlands,Flevoland,Almere
YWxtZXJlIHBvb3J0bmV0aGVybGFuZHM,1,NL,null,Almere Poort,Netherlands,null,Almere Poort
YWxtb25kc2J1cnllbmdsYW5kdW5pdGVkIGtpbmdkb20,2,GB,England,Almondsbury,United Kingdom,England,Almondsbury
YWxtb3JhZMOtY29tdW5pZGFkIHZhbGVuY2lhbmFzcGFpbg,6,ES,VC,Almoradí,Spain,Comunidad Valenciana,Almoradí
YWxvaGFvcmVnb251bml0ZWQgc3RhdGVz,5,US,OR,Aloha,United States,Oregon,Aloha
YWxwZW5hbWljaGlnYW51bml0ZWQgc3RhdGVz,1,US,MI,Alpena,United States,Michigan,Alpena
YWxwZXJ0b25lbmdsYW5kdW5pdGVkIGtpbmdkb20,1,GB,England,Alperton,United Kingdom,England,Alperton
YWxwaGFyZXR0YWdlb3JnaWF1bml0ZWQgc3RhdGVz,72,US,GA,Alpharetta,United States,Georgia,Alpharetta
YWxwaGF2aWxsZSBjb25kZSBpaXPDo28gcGF1bG9icmF6aWw,1,BR,SP,Alphaville Conde II,Brazil,São Paulo,Alphaville Conde II
